         17821262 function calls (15304465 primitive calls) in 61.145 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _arrays.py:88(lil_array)
        1    0.000    0.000    0.000    0.000 _misc.py:9(LinAlgWarning)
        1    0.000    0.000    0.000    0.000 css_types.py:234(SelectorNull)
        1    0.000    0.000    0.000    0.000 rk.py:563(Dop853DenseOutput)
        1    0.000    0.000    0.000    0.000 client.py:176(HTTPMessage)
        2    0.000    0.000    0.000    0.000 calendar.py:76(__init__)
        1    0.000    0.000    0.000    0.000 nturl2path.py:1(<module>)
        1    0.000    0.000    0.000    0.000 boxer.py:1343(BoxerEq)
        1    0.000    0.000    0.000    0.000 logic.py:778(EntityType)
        1    0.000    0.000    0.000    0.000 logic.py:1762(IotaExpression)
        1    0.000    0.000    0.000    0.000 __init__.py:1949(YView)
        1    0.000    0.000    0.000    0.000 sequential.py:369(BigramTagger)
        1    0.000    0.000    0.000    0.000 corenlp.py:424(CoreNLPParser)
        1    0.000    0.000    0.000    0.000 util.py:148(TestGrammar)
        1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:81(NaiveBayesDependencyScorer)
        1    0.000    0.000    0.000    0.000 api.py:548(ParallelProverBuilderCommand)
        1    0.000    0.000    0.000    0.000 linearlogic.py:459(UnificationException)
        1    0.000    0.000    0.000    0.000 conll.py:413(ConllSRLInstance)
        1    0.000    0.000    0.000    0.000 snowball.py:116(_LanguageSpecificStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:3569(NorwegianStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:5760(SwedishStemmer)
        1    0.000    0.000    0.000    0.000 combinator.py:79(BackwardCombinator)
        1    0.000    0.000    0.000    0.000 combinator.py:101(UndirectedFunctionApplication)
        1    0.000    0.000    0.000    0.000 subprocess.py:201(Detach)
        1    0.000    0.000    0.000    0.000 ElementPath.py:350(_SelectorContext)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:123(AxisError)
        1    0.000    0.000    0.000    0.000 argparse.py:201(_Section)
        1    0.000    0.000    0.000    0.000 argparse.py:962(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1131(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:9(ReentrancyError)
        1    0.000    0.000    0.000    0.000 element.py:1040(PreformattedString)
        1    0.000    0.000    0.000    0.000 formatter.py:155(XMLFormatter)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:551(LinearVectorFunction)
        1    0.000    0.000    0.000    0.000 _constraints.py:292(PreparedConstraint)
        1    0.000    0.000    0.000    0.000 report.py:31(BasicReport)
        1    0.000    0.000    0.000    0.000 _polyint.py:143(_Interpolator1DWithDerivatives)
        1    0.000    0.000    0.000    0.000 request.py:1383(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 collections.py:292(LazyConcatenation)
        1    0.000    0.000    0.000    0.000 boxer.py:1494(NltkDrtBoxerDrsInterpreter)
        1    0.000    0.000    0.000    0.000 logic.py:1521(FunctionVariableExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1859(BooleanExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1886(OrExpression)
        1    0.000    0.000    0.000    0.000 data.py:364(GzipFileSystemPathPointer)
        1    0.000    0.000    0.000    0.000 sequential.py:395(TrigramTagger)
        1    0.000    0.000    0.000    0.000 chart.py:961(AbstractChartRule)
        1    0.000    0.000    0.000    0.000 prover9.py:47(Prover9CommandParent)
        1    0.000    0.000    0.000    0.000 resolution.py:659(BindingException)
        1    0.000    0.000    0.000    0.000 chunked.py:205(ChunkedCorpusView)
        1    0.000    0.000    0.000    0.000 framenet.py:1052(PrettyLazyConcatenation)
        1    0.000    0.000    0.000    0.000 nkjp.py:243(XML_Tool)
        1    0.000    0.000    0.000    0.000 downloader.py:350(FinishCollectionMessage)
        1    0.000    0.000    0.000    0.000 filedialog.py:304(_Dialog)
        1    0.000    0.000    0.000    0.000 chart.py:200(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:979(_set_ident)
        1    0.000    0.000    0.000    0.000 __init__.py:1249(PlaceHolder)
        1    0.000    0.000    0.000    0.000 parse.py:131(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 _exceptions.py:54(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 _internal.py:244(c_void_p)
        1    0.000    0.000    0.000    0.000 core.py:790(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 _warnings_errors.py:4(DegenerateDataWarning)
        1    0.000    0.000    0.000    0.000 argparse.py:677(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:688(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 <decorator-gen-5>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:601(ParserRejectedMarkup)
        1    0.000    0.000    0.000    0.000 element.py:2275(ResultSet)
        1    0.000    0.000    0.000    0.000 _optimize.py:3718(_Brute_Wrapper)
        1    0.000    0.000    0.000    0.000 _nonlin.py:557(GenericBroyden)
        1    0.000    0.000    0.000    0.000 triangulation.py:612(VertexCache)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3726(ortho_group_frozen)
        1    0.000    0.000    0.000    0.000 request.py:791(ProxyHandler)
        1    0.000    0.000    0.000    0.000 calendar.py:26(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 logic.py:786(TruthValueType)
        1    0.000    0.000    0.000    0.000 logic.py:1721(QuantifiedExpression)
        1    0.000    0.000    0.000    0.000 __init__.py:1906(CallWrapper)
        1    0.000    0.000    0.000    0.000 grammar.py:1137(ProbabilisticDependencyGrammar)
        1    0.000    0.000    0.000    0.000 models.py:89(InterpolatedLanguageModel)
        1    0.000    0.000    0.000    0.000 zipfile.py:2220(FastLookup)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3202(PrecompiledCode)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3952(StringSet)
        1    0.000    0.000    0.000    0.000 senna.py:120(SennaNERTagger)
        1    0.000    0.000    0.000    0.000 chart.py:1045(SingleEdgeFundamentalRule)
        1    0.000    0.000    0.000    0.000 earleychart.py:126(FeatureIncrementalChart)
        1    0.000    0.000    0.000    0.000 regexp.py:443(StripRule)
        1    0.000    0.000    0.000    0.000 nkjp.py:181(NKJPCorpus_Header_View)
        1    0.000    0.000    0.000    0.000 nkjp.py:419(NKJPCorpus_Morph_View)
        1    0.000    0.000    0.000    0.000 downloader.py:357(StartPackageMessage)
        1    0.000    0.000    0.000    0.000 filedialog.py:247(SaveFileDialog)
        1    0.000    0.000    0.000    0.000 filedialog.py:359(Directory)
        1    0.000    0.000    0.000    0.000 combinator.py:214(UndirectedSubstitution)
        1    0.000    0.000    0.000    0.000 {function _typedict.__getitem__ at 0x000002C4E02C1750}
        1    0.000    0.000    0.000    0.000 subprocess.py:237(_cleanup)
        1    0.000    0.000    0.000    0.000 traceback.py:87(_Sentinel)
        1    0.000    0.000    0.000    0.000 probability.py:946(ELEProbDist)
        1    0.000    0.000    0.000    0.000 probability.py:2182(ConditionalProbDist)
        1    0.000    0.000    0.000    0.000 parse.py:321(DefragResult)
        1    0.000    0.000    0.000    0.000 _exceptions.py:81(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1245(ComplexFloatingFormat)
        2    0.000    0.000    0.000    0.000 index_tricks.py:755(__init__)
        3    0.000    0.000    0.000    0.000 core.py:860(__init__)
        1    0.000    0.000    0.000    0.000 core.py:1118(_DomainedBinaryOperation)
        4    0.000    0.000    0.000    0.000 _pep440.py:426(_parse_local_version)
        1    0.000    0.000    0.000    0.000 case.py:156(_BaseTestCaseContext)
        1    0.000    0.000    0.000    0.000 case.py:165(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 __init__.py:784(BeautifulStoneSoup)
        1    0.000    0.000    0.000    0.000 element.py:1124(Stylesheet)
        1    0.000    0.000    0.000    0.000 css_parser.py:341(get_name)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:377(SR1)
        1    0.000    0.000    0.000    0.000 report.py:39(SQPReport)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:384(LocalSearchWrapper)
        1    0.000    0.000    0.000    0.000 radau.py:542(RadauDenseOutput)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1954(RectSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 pydoc.py:1547(_PlainTextDoc)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5650(uniform_direction_frozen)
        1    0.000    0.000    0.000    0.000 _covariance.py:611(CovViaPSD)
        1    0.000    0.000    0.000    0.000 request.py:1226(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 collections.py:479(LazyZip)
        1    0.000    0.000    0.000    0.000 logic.py:794(EventType)
        1    0.000    0.000    0.000    0.000 logic.py:877(InconsistentTypeHierarchyException)
        1    0.000    0.000    0.000    0.000 logic.py:1941(UnexpectedTokenException)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2819(Grapheme)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3377(_compile)
        1    0.000    0.000    0.000    0.000 chart.py:1199(BottomUpPredictRule)
        1    0.000    0.000    0.000    0.000 glue.py:770(DrtGlue)
        1    0.000    0.000    0.000    0.000 tableau.py:37(ProverParseError)
        1    0.000    0.000    0.000    0.000 tableau.py:412(TableauProverCommand)
        1    0.000    0.000    0.000    0.000 nombank.py:331(NombankChainTreePointer)
        1    0.000    0.000    0.000    0.000 framenet.py:968(PrettyList)
        1    0.000    0.000    0.000    0.000 messagebox.py:61(Message)
        1    0.000    0.000    0.000    0.000 simpledialog.py:337(_QueryInteger)
        1    0.000    0.000    0.000    0.000 combinator.py:278(UndirectedTypeRaise)
        1    0.000    0.000    0.000    0.000 babelfish.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:4(cy_wrap)
        1    0.000    0.000    0.000    0.000 dataclasses.py:178(__repr__)
        2    0.000    0.000    0.000    0.000 typing.py:1737(cast)
        1    0.000    0.000    0.000    0.000 __init__.py:1261(append)
        1    0.000    0.000    0.000    0.000 _globals.py:33(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 pathlib.py:463(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numeric.py:60(ComplexWarning)
        2    0.000    0.000    0.000    0.000 arrayprint.py:493(_recursive_guard)
        1    0.000    0.000    0.000    0.000 linalg.py:44(LinAlgError)
        1    0.000    0.000    0.000    0.000 _testutils.py:16(FPUModeChangeWarning)
        1    0.000    0.000    0.000    0.000 argparse.py:666(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 shutil.py:59(Error)
        1    0.000    0.000    0.000    0.000 decorators.py:107(skipif)
        1    0.000    0.000    0.000    0.000 _base.py:14(SparseWarning)
        1    0.000    0.000    0.000    0.000 __meta__.py:122(_is_pre)
        1    0.000    0.000    0.000    0.000 rk.py:538(RkDenseOutput)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:599(FitSolverError)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:742(LSQUnivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1331(LSQBivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1430(RectBivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1542(SphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4142(unitary_group_frozen)
        1    0.000    0.000    0.000    0.000 _page_trend_test.py:412(__init__)
        1    0.000    0.000    0.000    0.000 request.py:1050(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1531(FTPHandler)
        1    0.000    0.000    0.000    0.000 client.py:1475(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 calendar.py:548(different_locale)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 featstruct.py:1886(FeatureValueTuple)
        1    0.000    0.000    0.000    0.000 featstruct.py:1918(FeatureValueUnion)
        1    0.000    0.000    0.000    0.000 drt.py:672(DrtNegatedExpression)
        1    0.000    0.000    0.000    0.000 logic.py:892(TypeResolutionException)
        1    0.000    0.000    0.000    0.000 logic.py:1935(LogicalExpressionException)
        1    0.000    0.000    0.000    0.000 __init__.py:550(IntVar)
        1    0.000    0.000    0.000    0.000 __init__.py:575(DoubleVar)
        1    0.000    0.000    0.000    0.000 __init__.py:2627(Toplevel)
        1    0.000    0.000    0.000    0.000 _regex_core.py:1969(AnyAll)
        1    0.000    0.000    0.000    0.000 _regex_core.py:1973(AnyU)
        1    0.000    0.000    0.000    0.000 regexp.py:156(WhitespaceTokenizer)
        1    0.000    0.000    0.000    0.000 texttiling.py:378(TokenTableField)
        1    0.000    0.000    0.000    0.000 featurechart.py:486(FeatureChartParser)
        1    0.000    0.000    0.000    0.000 pchart.py:328(InsideChartParser)
        1    0.000    0.000    0.000    0.000 regexp.py:399(ChunkRule)
        1    0.000    0.000    0.000    0.000 linearlogic.py:159(ConstantExpression)
        1    0.000    0.000    0.000    0.000 resolution.py:34(ProverParseError)
        1    0.000    0.000    0.000    0.000 wordnet.py:2331(WordNetICCorpusReader)
        1    0.000    0.000    0.000    0.000 nombank.py:350(NombankSplitTreePointer)
        1    0.000    0.000    0.000    0.000 chasen.py:68(ChasenCorpusView)
        1    0.000    0.000    0.000    0.000 aligned.py:114(AlignedSentCorpusView)
        1    0.000    0.000    0.000    0.000 framenet.py:944(PrettyDict)
        1    0.000    0.000    0.000    0.000 snowball.py:174(_ScandinavianStemmer)
        1    0.000    0.000    0.000    0.000 downloader.py:385(StartUnzipMessage)
        1    0.000    0.000    0.000    0.000 downloader.py:413(ErrorMessage)
        1    0.000    0.000    0.000    0.000 downloader.py:424(ProgressMessage)
        1    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 shelve.py:218(DbfilenameShelf)
