         17821262 function calls (15304465 primitive calls) in 61.145 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _extract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:480(SSLContext)
        1    0.000    0.000    0.000    0.000 __init__.py:184(<dictcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:1129(_SubParsersAction)
        5    0.000    0.000    0.000    0.000 locale.py:652(getpreferredencoding)
        2    0.000    0.000    0.000    0.000 __init__.py:426(validate)
        1    0.000    0.000    0.000    0.000 gleu_score.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _docscrape.py:447(_str_extended_summary)
        7    0.000    0.000    0.000    0.000 _regex_core.py:4237(open_group)
        4    0.000    0.000    0.000    0.000 sysconfig.py:206(_extend_dict)
       34    0.000    0.000    0.000    0.000 lexicon.py:57(__init__)
        1    0.000    0.000    0.000    0.000 defchararray.py:1804(chararray)
       61    0.000    0.000    0.000    0.000 dammit.py:166(<listcomp>)
       14    0.000    0.000    0.000    0.000 dataclasses.py:324(__init__)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:968(_sanity_check)
        1    0.000    0.000    0.000    0.000 _variation.py:1(<module>)
        3    0.000    0.000    0.000    0.000 lexicon.py:133(matchBrackets)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        5    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        9    0.000    0.000    0.000    0.000 doccer.py:117(_doc)
        1    0.000    0.000    0.000    0.000 rk.py:183(RK23)
        1    0.000    0.000    0.000    0.000 __init__.py:2704(Canvas)
       13    0.000    0.000    0.000    0.000 jsontags.py:24(register_tag)
        1    0.000    0.000    0.000    0.000 util.py:62(CanvasWidget)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3745(gumbel_l_gen)
        1    0.000    0.000    0.000    0.000 relextract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3155(erlang_gen)
        1    0.000    0.000    0.000    0.000 tadm.py:1(<module>)
        4    0.000    0.000    0.000    0.000 regexp.py:195(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(PurePath)
        7    0.000    0.000    0.000    0.000 _nonlin.py:1528(<listcomp>)
       18    0.000    0.000    0.000    0.000 api.py:310(__init__)
        1    0.000    0.000    0.000    0.000 _entropy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2221(weibull_min_gen)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        4    0.000    0.000    0.000    0.000 formatter.py:151(__init__)
        8    0.000    0.000    0.000    0.000 dataclasses.py:1391(exec_body_callback)
        2    0.000    0.000    0.000    0.000 core.py:2946(_update_from)
        1    0.000    0.000    0.000    0.000 data.py:969(SeekableUnicodeStreamReader)
       39    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 ribes_score.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 __init__.py:116(<listcomp>)
        1    0.000    0.000    0.000    0.000 _finite_differences.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dbapi2.py:56(register_adapters_and_converters)
        1    0.000    0.000    0.000    0.000 abc.py:117(__instancecheck__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:121(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 element.py:1172(Tag)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:603(rv_generic)
       29    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       15    0.000    0.000    0.000    0.000 _regex_core.py:1924(__init__)
        1    0.000    0.000    0.000    0.000 downloader.py:443(Downloader)
       32    0.000    0.000    0.000    0.000 arraypad.py:33(_slice_at_axis)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        1    0.000    0.000    0.000    0.000 data.py:296(FileSystemPathPointer)
       14    0.000    0.000    0.000    0.000 dataclasses.py:1015(<listcomp>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:433(__getitem__)
        2    0.000    0.000    0.000    0.000 arrayprint.py:503(decorating_function)
        1    0.000    0.000    0.000    0.000 _interface.py:53(LinearOperator)
        1    0.000    0.000    0.000    0.000 random.py:826(getrandbits)
        8    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:978(clear)
       32    0.000    0.000    0.000    0.000 arraypad.py:109(<genexpr>)
        7    0.000    0.000    0.000    0.000 core.py:2550(_arraymethod)
       54    0.000    0.000    0.000    0.000 dataclasses.py:374(<genexpr>)
        1    0.000    0.000    0.000    0.000 _shgo.py:453(SHGO)
        3    0.000    0.000    0.000    0.000 __init__.py:51(register)
        3    0.000    0.000    0.000    0.000 typing.py:1350(__init_subclass__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8995(uniform_gen)
        4    0.000    0.000    0.000    0.000 _regex_core.py:3510(<genexpr>)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
       16    0.000    0.000    0.000    0.000 arraypad.py:58(_view_roi)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7798(reciprocal_gen)
        3    0.000    0.000    0.000    0.000 numerictypes.py:228(obj2sctype)
       14    0.000    0.000    0.000    0.000 _regex_core.py:2961(__init__)
        7    0.000    0.000    0.000    0.000 _regex_core.py:3216(__init__)
       13    0.000    0.000    0.000    0.000 inspect.py:209(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 __init__.py:3562(Text)
        1    0.000    0.000    0.000    0.000 _lxml.py:362(LXMLTreeBuilder)
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       54    0.000    0.000    0.000    0.000 dataclasses.py:1099(<genexpr>)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
        1    0.000    0.000    0.000    0.000 nist_score.py:1(<module>)
        4    0.000    0.000    0.000    0.000 function_base.py:1799(trim_zeros)
        1    0.000    0.000    0.000    0.000 chrf_score.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _docscrape.py:435(_str_signature)
       14    0.000    0.000    0.000    0.000 dataclasses.py:592(<listcomp>)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 _dia.py:16(dia_matrix)
        4    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
       18    0.000    0.000    0.000    0.000 api.py:156(__init__)
       67    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       21    0.000    0.000    0.000    0.000 typing.py:714(__hash__)
        1    0.000    0.000    0.000    0.000 threading.py:986(_set_tstate_lock)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
        1    0.000    0.000    0.000    0.000 _data.py:19(_data_matrix)
        1    0.000    0.000    0.000    0.000 mapping.py:1(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:563(tiny)
        1    0.000    0.000    0.000    0.000 wordlist.py:38(NonbreakingPrefixesCorpusReader)
        8    0.000    0.000    0.000    0.000 types.py:79(resolve_bases)
        1    0.000    0.000    0.000    0.000 platform.py:233(_norm_version)
        1    0.000    0.000    0.000    0.000 subprocess.py:700(Popen)
        1    0.000    0.000    0.000    0.000 table.py:20(MultiListbox)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 help.py:1(<module>)
        4    0.000    0.000    0.000    0.000 contextlib.py:514(_push_exit_callback)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2037(Branch)
        1    0.000    0.000    0.000    0.000 util.py:815(SymbolWidget)
        1    0.000    0.000    0.000    0.000 calendar.py:52(_localized_month)
        1    0.000    0.000    0.000    0.000 smoothing.py:55(AbsoluteDiscounting)
       86    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:186(IterativeSubproblem)
        5    0.000    0.000    0.000    0.000 regex.py:475(complain_unused_args)
       12    0.000    0.000    0.000    0.000 _regex_core.py:2848(fix_groups)
        1    0.000    0.000    0.000    0.000 _lxml.py:41(LXMLTreeBuilderForXML)
       40    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 case.py:357(__init__)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 preprocessing.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _regex_core.py:327(is_cased_i)
        1    0.000    0.000    0.000    0.000 parser.py:62(HTMLParser)
       16    0.000    0.000    0.000    0.000 _axis_nan_policy.py:572(<listcomp>)
        2    0.000    0.000    0.000    0.000 _regex_core.py:2317(_reduce_to_set)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5085(random_table_gen)
       32    0.000    0.000    0.000    0.000 arraypad.py:120(<genexpr>)
        1    0.000    0.000    0.000    0.000 _ni_support.py:1(<module>)
       40    0.000    0.000    0.000    0.000 dataclasses.py:660(_is_kw_only)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 getlimits.py:540(smallest_normal)
        1    0.000    0.000    0.000    0.000 client.py:789(HTTPConnection)
        2    0.000    0.000    0.000    0.000 porter.py:507(<lambda>)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 __init__.py:1420(Logger)
        1    0.000    0.000    0.000    0.000 pathlib.py:945(Path)
        1    0.000    0.000    0.000    0.000 _internal.py:240(_missing_ctypes)
       14    0.000    0.000    0.000    0.000 dataclasses.py:1041(<listcomp>)
       52    0.000    0.000    0.000    0.000 distance.py:1943(<genexpr>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1742(wishart_gen)
        1    0.000    0.000    0.000    0.000 corenlp.py:179(GenericCoreNLPParser)
       16    0.000    0.000    0.000    0.000 _docscrape.py:357(<listcomp>)
        3    0.000    0.000    0.000    0.000 blas.py:259(find_best_blas_type)
        1    0.000    0.000    0.000    0.000 subprocess.py:1035(__exit__)
        1    0.000    0.000    0.000    0.000 logic.py:99(LogicParser)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:336(_ExpmPadeHelper)
        1    0.000    0.000    0.000    0.000 css_types.py:165(CustomSelectors)
        1    0.000    0.000    0.000    0.000 data.py:378(ZipFilePathPointer)
       25    0.000    0.000    0.000    0.000 lazyimport.py:123(__setattr__)
        1    0.000    0.000    0.000    0.000 reviews.py:154(ReviewsCorpusReader)
       53    0.000    0.000    0.000    0.000 typing.py:219(<listcomp>)
        1    0.000    0.000    0.000    0.000 framenet.py:1086(FramenetCorpusReader)
       16    0.000    0.000    0.000    0.000 enum.py:451(__members__)
      100    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 tempfile.py:661(SpooledTemporaryFile)
       16    0.000    0.000    0.000    0.000 _docscrape.py:376(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1107(__mro_entries__)
        1    0.000    0.000    0.000    0.000 _kde.py:40(gaussian_kde)
        1    0.000    0.000    0.000    0.000 data.py:889(LazyLoader)
       66    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 _bsr.py:22(bsr_matrix)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:1706(rv_continuous)
       15    0.000    0.000    0.000    0.000 ssl.py:996(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 megam.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'match' of '_regex.Pattern' objects}
        1    0.000    0.000    0.000    0.000 _regex_core.py:402(make_ref_group)
        1    0.000    0.000    0.000    0.000 threading.py:816(Thread)
        1    0.000    0.000    0.000    0.000 datetime.py:762(date)
       22    0.000    0.000    0.000    0.000 decorator.py:195(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1970(Wm)
        1    0.000    0.000    0.000    0.000 api.py:14(ClusterI)
        1    0.000    0.000    0.000    0.000 tree.py:509(TreeWidget)
       32    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 probability.py:57(FreqDist)
        1    0.000    0.000    0.000    0.000 tableau.py:41(TableauProver)
        1    0.000    0.000    0.000    0.000 inspect.py:663(_finddoc)
        1    0.000    0.000    0.000    0.000 lfg.py:14(FStructure)
        2    0.000    0.000    0.000    0.000 datetime.py:1239(__new__)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.000    0.000 _rgi.py:49(RegularGridInterpolator)
       16    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:384(__getattr__)
        5    0.000    0.000    0.000    0.000 {built-in method _locale._get_locale_encoding}
       15    0.000    0.000    0.000    0.000 _regex_core.py:3320(_compile)
        1    0.000    0.000    0.000    0.000 util.py:2171(ColorizedList)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:149(_set_up_aliases)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 decisiontree.py:20(DecisionTreeClassifier)
        1    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:1088(__repr__)
        1    0.000    0.000    0.000    0.000 _lambertw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
       48    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 datetime.py:792(__new__)
        1    0.000    0.000    0.000    0.000 css_types.py:310(__init__)
        1    0.000    0.000    0.000    0.000 _bsplines.py:68(BSpline)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:359(_unspecified)
        1    0.000    0.000    0.000    0.000 platform.py:767(uname_result)
        1    0.000    0.000    0.000    0.000 __init__.py:74(BeautifulSoup)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
       16    0.000    0.000    0.000    0.000 inspect.py:2406(<lambda>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2487(invwishart_gen)
        1    0.000    0.000    0.000    0.000 _regex_core.py:1085(parse_flags)
        1    0.000    0.000    0.000    0.000 feature.py:13(Feature)
        1    0.000    0.000    0.000    0.000 discourse.py:169(DiscourseTester)
       19    0.000    0.000    0.000    0.000 dataclasses.py:603(<genexpr>)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:71(UnivariateSpline)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.QueryValueEx}
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:440(_setdef)
        1    0.000    0.000    0.000    0.000 tfqmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _csr.py:17(csr_matrix)
        1    0.000    0.000    0.000    0.000 _covariance.py:11(Covariance)
        1    0.000    0.000    0.000    0.000 client.py:239(HTTPResponse)
       20    0.000    0.000    0.000    0.000 typing.py:380(__repr__)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 request.py:317(Request)
        1    0.000    0.000    0.000    0.000 earleychart.py:61(IncrementalChart)
        1    0.000    0.000    0.000    0.000 aligned.py:18(AlignedCorpusReader)
        1    0.000    0.000    0.000    0.000 request.py:1695(URLopener)
       13    0.000    0.000    0.000    0.000 _internal.py:918(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 _csc.py:16(csc_matrix)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pros_cons.py:34(ProsConsCorpusReader)
       18    0.000    0.000    0.000    0.000 _internal.py:890(<genexpr>)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:402(DifferentialEvolutionSolver)
        1    0.000    0.000    0.000    0.000 data.py:343(BufferedGzipFile)
        1    0.000    0.000    0.000    0.000 tableau.py:429(Agenda)
        1    0.000    0.000    0.000    0.000 __init__.py:239(HtmlMixin)
        1    0.000    0.000    0.000    0.000 _qmc.py:604(QMCEngine)
        1    0.000    0.000    0.000    0.000 grammar.py:445(CFG)
        1    0.000    0.000    0.000    0.000 pathlib.py:282(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:433(rv_frozen)
        1    0.000    0.000    0.000    0.000 _constraints.py:18(NonlinearConstraint)
        1    0.000    0.000    0.000    0.000 _docscrape.py:25(Reader)
        5    0.000    0.000    0.000    0.000 _regex_core.py:799(parse_count)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 zipfile.py:1190(ZipFile)
        1    0.000    0.000    0.000    0.000 chart.py:103(CCGLeafEdge)
       52    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        5    0.000    0.000    0.000    0.000 datetime.py:397(_check_time_fields)
        1    0.000    0.000    0.000    0.000 twitter.py:21(TwitterCorpusReader)
        1    0.000    0.000    0.000    0.000 typing.py:964(__mro_entries__)
        1    0.000    0.000    0.000    0.000 pydoc.py:1161(TextDoc)
        1    0.000    0.000    0.000    0.000 __init__.py:4189(Spinbox)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:93(ksone_gen)
        1    0.000    0.000    0.000    0.000 ssl.py:841(SSLObject)
       12    0.000    0.000    0.000    0.000 _regex_core.py:2856(pack_characters)
        4    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:38(LagrangianHessian)
        1    0.000    0.000    0.000    0.000 parented.py:21(AbstractParentedTree)
        1    0.000    0.000    0.000    0.000 snowball.py:1266(EnglishStemmer)
       21    0.000    0.000    0.000    0.000 utils.py:65(__init__)
        1    0.000    0.000    0.000    0.000 mte.py:33(MTEFileReader)
        1    0.000    0.000    0.000    0.000 threading.py:545(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4160(invgauss_gen)
        1    0.000    0.000    0.000    0.000 ElementTree.py:125(Element)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        1    0.000    0.000    0.000    0.000 featstruct.py:110(FeatStruct)
        8    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
        1    0.000    0.000    0.000    0.000 stack_decoder.py:49(StackDecoder)
        1    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
        1    0.000    0.000    0.000    0.000 _multivariate.py:1417(dirichlet_gen)
        1    0.000    0.000    0.000    0.000 wsd.py:1(<module>)
       15    0.000    0.000    0.000    0.000 platform.py:938(machine)
        1    0.000    0.000    0.000    0.000 hmm.py:103(HiddenMarkovModelTagger)
        1    0.000    0.000    0.000    0.000 index_tricks.py:306(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x000002C4C892FEB0}
        6    0.000    0.000    0.000    0.000 getlimits.py:672(max)
        1    0.000    0.000    0.000    0.000 porter.py:28(PorterStemmer)
       52    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:65(FunctionMaker)
        1    0.000    0.000    0.000    0.000 skolemize.py:1(<module>)
       19    0.000    0.000    0.000    0.000 _regex_core.py:508(<listcomp>)
       38    0.000    0.000    0.000    0.000 inspect.py:3003(return_annotation)
        9    0.000    0.000    0.000    0.000 internals.py:393(deprecated)
        1    0.000    0.000    0.000    0.000 probability.py:493(ProbDistI)
       21    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:391(__getitem__)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3036(rv_discrete)
        2    0.000    0.000    0.000    0.000 stats.py:52(__getattr__)
        1    0.000    0.000    0.000    0.000 api.py:162(Alignment)
        1    0.000    0.000    0.000    0.000 wordnet.py:351(Synset)
        1    0.000    0.000    0.000    0.000 parser.py:86(__init__)
        1    0.000    0.000    0.000    0.000 collocations.py:47(AbstractCollocationFinder)
        1    0.000    0.000    0.000    0.000 argparse.py:1672(ArgumentParser)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:5(CanonicalConstraint)
        1    0.000    0.000    0.000    0.000 rk.py:74(RungeKutta)
        1    0.000    0.000    0.000    0.000 dependencygraph.py:31(DependencyGraph)
       27    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 _rvs_sampling.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _regex_core.py:3995(__init__)
        1    0.000    0.000    0.000    0.000 punkt.py:636(PunktTrainer)
        1    0.000    0.000    0.000    0.000 __init__.py:383(HTMLTreeBuilder)
        1    0.000    0.000    0.000    0.000 __meta__.py:142(_get_canonical)
        1    0.000    0.000    0.000    0.000 comparative_sents.py:96(ComparativeSentencesCorpusReader)
        1    0.000    0.000    0.000    0.000 _setmixin.py:7(SetMixin)
        1    0.000    0.000    0.000    0.000 _interpolate.py:2032(NdPPoly)
        3    0.000    0.000    0.000    0.000 glob.py:208(has_magic)
        1    0.000    0.000    0.000    0.000 chunked.py:26(ChunkedCorpusReader)
        1    0.000    0.000    0.000    0.000 nps_chat.py:19(NPSChatCorpusReader)
        1    0.000    0.000    0.000    0.000 _ode.py:103(ode)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 api.py:15(AlignedSent)
        4    0.000    0.000    0.000    0.000 weakref.py:496(popitem)
        3    0.000    0.000    0.000    0.000 internals.py:479(__init__)
        1    0.000    0.000    0.000    0.000 api.py:22(CorpusReader)
        1    0.000    0.000    0.000    0.000 api.py:262(CategorizedCorpusReader)
        1    0.000    0.000    0.000    0.000 calendar.py:54(<listcomp>)
       14    0.000    0.000    0.000    0.000 _regex_core.py:3038(__del__)
       14    0.000    0.000    0.000    0.000 dataclasses.py:1050(<listcomp>)
        1    0.000    0.000    0.000    0.000 filedialog.py:33(FileDialog)
        1    0.000    0.000    0.000    0.000 latin_1.py:41(getregentry)
       13    0.000    0.000    0.000    0.000 inspect.py:404(isbuiltin)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 parse.py:147(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 rk.py:393(DOP853)
        1    0.000    0.000    0.000    0.000 _qmc.py:1024(LatinHypercube)
        1    0.000    0.000    0.000    0.000 _regex_core.py:4266(is_open_group)
        1    0.000    0.000    0.000    0.000 client.py:108(<dictcomp>)
        7    0.000    0.000    0.000    0.000 _regex_core.py:4263(close_group)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 _logsumexp.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sre_parse.py:990(addgroup)
        1    0.000    0.000    0.000    0.000 core.py:6480(MaskedConstant)
        1    0.000    0.000    0.000    0.000 logic.py:802(AnyType)
        2    0.000    0.000    0.000    0.000 {built-in method regex._regex.get_all_cases}
        1    0.000    0.000    0.000    0.000 __init__.py:131(Classes)
        1    0.000    0.000    0.000    0.000 glue.py:36(GlueFormula)
        6    0.000    0.000    0.000    0.000 functools.py:841(_is_valid_dispatch_type)
        1    0.000    0.000    0.000    0.000 logic.py:1811(BinaryExpression)
        1    0.000    0.000    0.000    0.000 datetime.py:1214(time)
       11    0.000    0.000    0.000    0.000 doccer.py:129(extend_notes_in_docstring)
        1    0.000    0.000    0.000    0.000 boxer.py:336(BoxerOutputDrsParser)
        1    0.000    0.000    0.000    0.000 maxent.py:78(MaxentClassifier)
       23    0.000    0.000    0.000    0.000 overrides.py:196(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 _index.py:28(IndexMixin)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2873(get_firstset)
       40    0.000    0.000    0.000    0.000 _regex_core.py:1638(<genexpr>)
        1    0.000    0.000    0.000    0.000 resolution.py:108(ResolutionProverCommand)
        1    0.000    0.000    0.000    0.000 subprocess.py:424(CompletedProcess)
        1    0.000    0.000    0.000    0.000 socket.py:662(SocketIO)
        2    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
        1    0.000    0.000    0.000    0.000 _nonlin.py:583(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 _trustregion.py:29(BaseQuadraticSubproblem)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        2    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
       14    0.000    0.000    0.000    0.000 dataclasses.py:1044(<listcomp>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        2    0.000    0.000    0.000    0.000 sysconfig.py:257(get_default_scheme)
        1    0.000    0.000    0.000    0.000 timit.py:129(TimitCorpusReader)
        1    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
        2    0.000    0.000    0.000    0.000 reprlib.py:38(__init__)
       32    0.000    0.000    0.000    0.000 fromnumeric.py:3210(_around_dispatcher)
        1    0.000    0.000    0.000    0.000 formatter.py:3(Formatter)
        7    0.000    0.000    0.000    0.000 _nonlin.py:1531(<listcomp>)
        6    0.000    0.000    0.000    0.000 _regex_core.py:3052(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
       14    0.000    0.000    0.000    0.000 dataclasses.py:375(<genexpr>)
        1    0.000    0.000    0.000    0.000 pathlib.py:128(<setcomp>)
        1    0.000    0.000    0.000    0.000 weka.py:83(WekaClassifier)
        1    0.000    0.000    0.000    0.000 dependency.py:16(DependencyCorpusReader)
        1    0.000    0.000    0.000    0.000 api.py:14(AbstractCCGCategory)
        3    0.000    0.000    0.000    0.000 {built-in method _winapi.DuplicateHandle}
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
       10    0.000    0.000    0.000    0.000 _pytesttester.py:78(__init__)
        1    0.000    0.000    0.000    0.000 table.py:581(Table)
        1    0.000    0.000    0.000    0.000 HelperClass.py:8(Posting)
        1    0.000    0.000    0.000    0.000 pydoc.py:520(HTMLRepr)
        1    0.000    0.000    0.000    0.000 HelperClass.py:155(InvertedIndex)
        2    0.000    0.000    0.000    0.000 formatter.py:158(__init__)
        1    0.000    0.000    0.000    0.000 _ode.py:593(complex_ode)
        6    0.000    0.000    0.000    0.000 sre_parse.py:289(seek)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3480(__init__)
        1    0.000    0.000    0.000    0.000 logic.py:1213(ApplicationExpression)
        1    0.000    0.000    0.000    0.000 gzip.py:121(GzipFile)
        1    0.000    0.000    0.000    0.000 {built-in method nt.cpu_count}
        1    0.000    0.000    0.000    0.000 _multivariate.py:287(multivariate_normal_gen)
        1    0.000    0.000    0.000    0.000 parsing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1(<module>)
